name,sales,retail_price,average_sale_price,highest_price,lowest_price,release_date,condition
Jordan 3 Retro Fire Red (2007), 159, 125, 170, 250, 100, 03/24/2007, New
Jordan 11 Retro Low Bred (GS), 157, 120, 217, 320, 167, 05/22/2015, New
Jordan 4 Retro Valentine's Day 2019 (GS), 155, 140, 99, 160, 55, 02/09/2019, New
Jordan 11 Retro Low Georgetown (GS), 154, 120, 166, 199, 132, 04/11/2015, New
Jordan 12 Retro The Master (GS), 149, 140, 182, 275, 101, 02/27/2016, New
Jordan Why Not 0.2 BHM (2019), 146, 125, 135, 200, 81, 02/02/2019, New
Jordan 6 Retro Low Sunblush (GS), 146, 120, 108, 209, 62, 09/30/2017, New
Jordan Ultimate Gift of Flight (11/29), 143, 500, 417, 575, 301, 12/23/2014, New
Jordan 1 Retro Black Royal Blue (2013), 139, 140, 309, 499, 190, 02/16/2013, New
Jordan 4 Retro Military Blue (2006), 128, 115, 216, 399, 160, 09/09/2006, New
Jordan 1 SB Craig Stecyk Black Silver, 128, 150, 185, 269, 119, 03/15/2014, New
Jordan 1 Retro Low Pinnacle Metallic Silver, 126, 160, 84, 350, 40, 10/22/2016, New
Jordan 12 Retro Low Max Orange, 126, 170, 140, 226, 89, 01/14/2017, New
Jordan 1 Retro Dover Street Market, 123, 185, 204, 350, 125, 04/16/2015, New
Jordan 1 Retro KO Sail (2016), 123, 140, 107, 220, 33, 03/05/2016, New
Jordan 12 Retro Chinese New Year (GS), 122, 160, 179, 340, 50, 01/28/2017, New
Jordan 1 Retro AJKO Royal, 120, 140, 99, 199, 37, 08/23/2014, New
Jordan 5 Retro Low Dunk From Above, 119, 175, 136, 206, 87, 02/20/2016, New
Jordan Legacy 312 Black Camo Green, 115, 150, 96, 250, 69, 01/01/2019, New
Jordan 5 Retro Heiress Camo (GS), 114, 160, 72, 123, 30, 09/16/2017, New
Jordan 7 Retro Ray Allen Bucks (GS), 111, 140, 106, 169, 70, 06/01/2019, New
Jordan 15 Retro Obsidian, 105, 190, 143, 230, 77, 03/04/2017, New
Jordan XXXII Pure Platinum 2, 101, 185, 104, 190, 66, 01/01/2018, New
Jordan 10 Retro Bobcats, 101, 170, 141, 199, 85, 01/11/2014, New
Jordan 11 Retro Playoffs 2012 (GS), 100, 120, 351, 500, 184, 12/21/2012, New
Jordan 13 Retro MCS Cleat Barons, 97, 100, 85, 160, 50, 10/01/2018, New
Jordan 1 Retro Reverse Shattered Backboard (GS), 88, 120, 485, 650, 360, 10/08/2016, New
Jordan Defining Moments Pack (6/11), 87, 296, 863, 1200, 613, 01/28/2006, New
Jordan 3 Retro Golf Brown, 86, 225, 249, 420, 180, 02/16/2018, New
Jordan 1 Retro Mid New Love 2017 (TD), 85, 50, 61, 105, 32, 05/08/2017, New
Jordan 6 Retro Oreo, 83, 150, 308, 480, 195, 03/20/2010, New
Jordan 4 Retro Flight Nostalgia (TD), 83, 60, 49, 80, 30, 03/02/2019, New
Jordan Legacy 312 Wolf Grey, 79, 150, 91, 250, 50, 01/01/2019, New
Jordan 11 Retro Low Cleat Cool Grey, 76, 120, 95, 149, 50, 03/16/2018, New
Jordan 11 Retro Space Jam (2000), 76, 125, 337, 648, 260, 12/13/2000, New
Jordan 11 Retro Low Midnight Navy (GS), 76, 120, 154, 290, 80, 06/04/2016, New
Jordan 17 Retro Black Silver CDP (2008), 74, 155, 222, 340, 120, 05/24/2008, New
Jordan 14 Retro Fuchsia Flash Black Toe (GS), 73, 140, 99, 180, 50, 05/14/2018, New
Jordan 1 Retro High Taz (GS), 73, 95, 131, 227, 85, 05/06/2015, New
Jordan XXX White Black, 72, 200, 161, 399, 86, 02/10/2016, New
Jordan XXX UNC, 71, 200, 124, 255, 69, 03/05/2016, New
Jordan 11 Retro Low IE Militia Green (2015), 70, 170, 136, 325, 60, 09/19/2015, New
Jordan 1 Retro Mid Black (2016), 67, 110, 89, 180, 48, 06/01/2016, New
Jordan 4 Retro Black Cats, 60, 115, 385, 560, 266, 05/20/2006, New
Jordan 1 Retro High White Still Blue (GS), 61, 95, 104, 215, 50, 03/25/2017, New
Jordan 15 Retro PSNY Black Suede, 62, 225, 133, 225, 80, 09/10/2017, New
Jordan 1 Mid Olive Canvas (2018), 60, 120, 104, 200, 60, 11/01/2018, New
Jordan 3 Retro Cool Grey, 60, 135, 300, 475, 171, 02/24/2007, New
Jordan 1 Mid Light Bone, 68, 120, 126, 200, 70, 12/01/2018, New
Jordan 11 Retro Cleat White Royal, 53, 125, 111, 200, 85, 03/16/2018, New
Jordan Hydro 11 Retro Concord, 53, 58, 52, 75, 40, 01/01/2018, New
Jordan 11 Retro Columbia (2001), 50, 125, 281, 389, 175, 01/17/2001, New
Jordan Future Low Wolf Grey Emerald Rise, 50, 140, 63, 106, 39, 04/10/2018, New
Jordan 1 Retro High Igloo, 49, 160, 2174, 4000, 1265, 12/07/2017, New
Jordan Spizike Black Varsity Red 2017 (GS), 46, 125, 54, 99, 25, 10/04/2017, New
Jordan 1 Retro High Dip-Toe Black (W), 47, 145, 66, 130, 38, 02/01/2018, New
Jordan XXXII Low Chicago Win Like 96, 49, 160, 94, 130, 60, 12/02/2017, New
Jordan 10 Retro Ice Blue, 41, 125, 220, 325, 150, 06/11/2005, New
Jordan 88 Racer Black Anthracite, 40, 100, 43, 61, 28, 09/01/2018, New
Jordan 5 Retro P51 Camo (GS), 36, 140, 91, 179, 60, 09/02/2017, New
Jordan Apex React Black Atmosphere Grey Infrared 23, 35, 190, 106, 220, 70, , New
Jordan 1 Retro High Double Strap White Black Sail, 33, 140, 91, 170, 58, 02/12/2019, New
Jordan 8 Retro Champagne (GS), 32, 180, 192, 300, 103, 06/25/2016, New
Jordan 1 Retro Nouveau Navy Snake, 32, 150, 117, 220, 65, 05/01/2016, New
Jordan 23 White Varsity Red, 30, 185, 186, 300, 130, 05/31/2008, New
Jordan 8 Retro Tinker Air Raid (PS), 28, 80, 67, 100, 45, 12/22/2018, New
Jordan 1 Mid Unite Totale (W), 29, 120, 139, 222, 70, 05/16/2019, New
Jordan 13 Retro Atmosphere Grey (PS), 27, 80, 71, 101, 50, 03/23/2019, New
Jordan XX9 Playoff Pack Home, 28, 225, 113, 200, 75, 04/15/2015, New
Jordan Hydro 13 Retro White Metallic Silver, 29, 58, 56, 70, 45, 01/01/2017, New
Jordan Jumpman Z Bred, 28, 150, 77, 135, 50, 10/06/2018, New
Jordan Future Black Ice, 25, 150, 117, 225, 50, 08/27/2014, New
Jordan 1 Retro Nouveau Snakeskin, 22, 150, 113, 150, 65, 03/17/2016, New
Jordan Proto Max 720 Crimson Tint, 20, 200, 172, 225, 103, 04/01/2019, New
Jordan 3 Retro True Blue (2001), 19, 100, 229, 390, 145, 11/17/2001, New
Jordan Son of Mars Black Cement, 18, 160, 133, 200, 60, 06/02/2012, New
Jordan 13 Retro Grey Toe (GS), 17, , 123, 175, 80, , New
Jordan Spizike Sun Blush (GS), 16, 125, 57, 90, 40, 07/12/2017, New
Jordan 1 Mid Glow-In-The-Dark (GS), 10, 100, 96, 160, 72, 06/15/2019, New
Jordan XX8 SE Bred, 7, 150, 135, 190, 101, 02/01/2014, New
Jordan 10 Retro Verde (PS), 6, 80, 52, 60, 35, 03/28/2015, New
Jordan Legacy 312 Fly (GS), 6, 120, 128, 138, 120, 03/18/2019, New
Jordan 1 Low Black Wolf Grey, 4, 90, 111, 140, 80, 02/01/2016, New
Jordan 1 Retro Low Travis Scott, 2, 150, 1351, 1402, 1300, , New
Jordan 1 Jester XX Geode Teal (W), 2, 160, 86, 110, 62, 04/06/2018, New
Jordan 1 Mid Gunsmoke Volt (GS), 5, 90, 86, 101, 70, 07/01/2019, New
Jordan 10 Retro White Barely Volt Ember Glow (GS), 3, 140, 163, 170, 155, 07/01/2019, New
Jordan 1 Low Gold Toe, 1, 95, 236, 236, 236, 07/01/2019, New
Jordan 1 Retro High Game Royal (GS), 2385, 120, 246, 425, 129, 03/24/2018, New
Jordan 1 Mid White Black (GS), 2233, 90, 143, 300, 70, 11/01/2018, New
Jordan 1 Mid Equality (2019), 1690, 120, 205, 368, 95, 01/21/2019, New
Jordan 11 Retro Low Rose Gold (W), 1417, 175, 231, 500, 70, 04/13/2018, New
Jordan 12 Retro Gym Red 2018 (GS), 1389, 140, 149, 230, 60, 11/24/2018, New
Jordan 1 Rebel XX Top 3 (W), 1333, 145, 230, 451, 115, 05/19/2018, New
Jordan 13 Retro White Hyper Royal Black, 1144, 190, 187, 299, 126, 03/03/2018, New
Jordan Why Not 0.2 Future History, 1107, 125, 153, 235, 105, 01/10/2019, New
Jordan 1 Mid Black Cone (GS), 891, 90, 100, 160, 60, 09/15/2018, New
Jordan Legacy 312 Trainer 3 Medicine Ball, 888, 160, 159, 425, 86, 08/11/2018, New
Jordan 11 Retro Concord 2018 (PS), 700, 90, 100, 158, 45, 12/08/2018, New
Jordan 4 Retro Levi's Black (GS) (Levi's Tag), 684, 200, 171, 250, 100, 06/30/2018, New
Jordan 1 Rebel XX Concord (W), 687, 145, 142, 230, 70, 11/01/2018, New
Jordan 1 Retro High Blue Moon (GS), 641, 120, 322, 679, 138, 05/01/2018, New
Jordan Future Triple Black, 644, 150, 70, 150, 39, 06/25/2018, New
Jordan 5 Retro Light Aqua (GS), 629, 140, 161, 325, 100, 07/14/2018, New
Jordan 19 Retro White Flint Grey, 561, 225, 184, 378, 123, 01/05/2019, New
Air Jordan 3 JTH Super Bowl, 550, 200, 460, 686, 350, 02/04/2018, New
Jordan 6 Retro Gatorade Like Mike White (GS), 524, 140, 115, 189, 65, 12/16/2017, New
Jordan 6 Retro Black Cat, 520, 190, 195, 330, 121, 12/30/2016, New
Jordan 5 Retro Olympic (2016), 494, 190, 177, 263, 109, 08/20/2016, New
Jordan 1 Retro High Zip AWOK Vogue Sail (W), 480, 220, 270, 410, 170, 07/21/2018, New
Jordan 11 Retro Legend Blue 2014 (GS), 467, 150, 202, 306, 135, 12/20/2014, New
Jordan 7 Retro Barcelona Nights, 464, 190, 156, 230, 96, 03/07/2015, New
Air Jordan XXXII Black Cat, 465, 185, 125, 225, 65, 04/07/2018, New
Jordan 5 Retro Supreme Desert Camo, 455, 198, 454, 697, 350, 10/16/2015, New
Jordan 11 Retro UNC Win Like 82 (GS), 445, 170, 170, 246, 70, 11/11/2017, New
Jordan 3 Retro Wool, 439, 200, 123, 225, 50, 12/17/2016, New
Jordan 7 Retro Tinker Alternate, 434, 190, 179, 290, 100, 08/06/2016, New
Jordan 4 Retro White Cement 2016 (GS), 430, 160, 211, 305, 129, 02/13/2016, New
Jordan 1 Retro 30th Anniversary Laser, 410, 185, 202, 325, 100, 02/08/2015, New
Jordan 11 Retro 72-10 (GS), 389, 160, 199, 303, 161, 12/12/2015, New
Jordan 3 Retro Wolf Grey, 387, 170, 191, 325, 125, 07/19/2014, New
Jordan 1 Mid Desert Sand, 387, 110, 112, 250, 45, 05/01/2018, New
Jordan 4 Retro 11Lab4 Black, 385, 250, 240, 421, 155, 04/25/2015, New
Jordan 7 Retro Nothing But Net, 413, 190, 236, 375, 120, 11/14/2015, New
Jordan 1 Retro Cyber Monday (2015), 380, 160, 147, 240, 91, 11/30/2015, New
Jordan 12 Retro Wings, 374, 225, 469, 855, 300, 04/02/2016, New
Jordan 9 Retro Dream It Do It (TD), 372, 60, 76, 120, 50, 03/09/2019, New
Jordan 8 Retro Tinker Air Raid (GS), 365, 140, 107, 175, 68, 12/22/2018, New
Jordan 8 Retro Chrome (2015), 358, 190, 200, 350, 131, 12/19/2015, New
Jordan 10 Retro Powder (2014), 358, 170, 152, 230, 60, 02/22/2014, New
Jordan 13 Retro Atmosphere Grey (GS), 356, 140, 108, 150, 78, 03/23/2019, New
Jordan 11 Retro Low Closing Ceremony (GS), 349, 130, 137, 220, 85, 08/27/2016, New
Jordan 7 Retro Low Bright Concord, 345, , 151, 250, 100, 09/27/2018, New
Jordan 11 Retro Low Bleached Coral (GS), 343, 130, 165, 325, 90, 04/07/2018, New
Jordan 1 Retro High Camo 3M Wolf Grey, 337, 145, 117, 275, 50, 08/01/2017, New
Jordan 12 Retro Chris Paul Class Of 2003 (GS), 332, 140, 162, 235, 70, 08/11/2018, New
Jordan 1 Retro Chicago (2013), 327, 110, 473, 750, 290, 01/10/2013, New
Jordan 1 Retro High Season of Her Ice Peach (W), 316, 160, 75, 140, 50, 01/25/2018, New
Jordan 1 Retro Bred (2013), 316, 140, 423, 678, 175, 12/28/2013, New
Jordan 1 Retro High Flyknit Wolf Grey, 315, 180, 110, 229, 65, 11/01/2017, New
Jordan 1 Retro Red Suede, 314, 140, 146, 335, 40, 04/15/2017, New
Jordan 1 Mid Triple White (2018), 321, 110, 99, 157, 60, 06/01/2018, New
Jordan Future Premium Black Glow (2018), 318, 185, 88, 250, 55, 09/01/2018, New
Jordan 11 Retro Low IE Rio Teal, 310, 170, 133, 240, 66, 08/16/2018, New
Jordan 10 Retro Orlando (GS), 310, 140, 84, 125, 40, 12/01/2018, New
Jordan XXXIII Metallic Silver Black All Star, 305, 175, 146, 439, 88, 01/24/2019, New
Jordan 3 Retro True Blue (2011), 301, 150, 218, 261, 100, 06/19/2011, New
Jordan 2 Retro White Red (2014), 298, 150, 172, 255, 100, 06/07/2014, New
Jordan 16 Retro Midnight Navy (2016), 295, 250, 188, 390, 100, 12/22/2016, New
Jordan 9 Retro Barons, 293, 170, 205, 300, 120, 04/05/2014, New
Jordan 1 Retro UNC (GS), 292, 120, 234, 400, 123, 10/10/2015, New
Jordan 9 Retro Cool Grey (2012), 285, 160, 271, 423, 95, 12/15/2012, New
Jordan 1 Mid Reverse New Love (GS), 285, 90, 97, 200, 55, 06/15/2018, New
Jordan 7 Retro Pure Platinum (GS), 286, 140, 128, 253, 71, 06/03/2017, New
Jordan 13 Retro Low Pure Platinum, 281, 175, 173, 375, 70, 05/20/2017, New
Jordan Future Premium Black Infrared 23 (2018), 276, 185, 86, 249, 41, 07/28/2018, New
Jordan 4 Retro Levi's White (GS) (Levi's Tag), 246, 200, 313, 752, 216, 06/30/2018, New
Jordan 4 Retro Motorsports Alternate (GS), 266, 140, 74, 160, 40, 06/17/2017, New
Jordan 3 Retro Crimson, 267, 160, 174, 270, 100, 02/23/2013, New
Jordan Countdown Pack 11/12, 266, 310, 675, 850, 505, 12/20/2008, New
Jordan 1 Retro High Gatorade Orange Peel (GS), 260, 150, 71, 145, 30, 12/26/2017, New
Jordan 13 Retro Low Brave Blue, 260, 175, 163, 249, 102, 04/08/2017, New
Jordan 5 Retro Pre-Grape, 261, 190, 151, 250, 60, 05/02/2015, New
Jordan 11 Retro Low Green Snakeskin, 262, 150, 289, 425, 195, 04/19/2014, New
Jordan 12 Retro Gym Red 2018 (PS), 250, 80, 70, 119, 46, 11/24/2018, New
Jordan 5 Retro Low Chinese New Year, 245, 200, 265, 485, 181, 01/23/2016, New
Jordan Spiz'ike Olive Canvas, 250, 175, 104, 160, 55, 09/19/2018, New
Jordan 10 Retro Cool Grey, 242, 190, 164, 319, 85, 01/27/2018, New
Jordan 1 Mid Chicago (GS), 246, 90, 121, 235, 65, 03/20/2018, New
Jordan 13 Retro Flint (2010), 242, 160, 370, 550, 236, 11/26/2010, New
Jordan 7 Retro Hare 2015 (GS), 242, 140, 164, 240, 110, 05/16/2016, New
Jordan 5 Retro Bronze, 241, 190, 167, 270, 92, 09/24/2016, New
Jordan 14 Retro Indiglo (2016), 234, 190, 141, 230, 75, 08/13/2016, New
Jordan 2 Retro Decon Sail, 234, 160, 71, 169, 40, 07/15/2017, New
Jordan 1 Retro Low Bred (2015), 234, 130, 173, 300, 98, 02/14/2015, New
Jordan 14 Retro Thunder, 234, 170, 228, 330, 160, 07/04/2014, New
Jordan 4 Retro Cavs, 232, 160, 281, 410, 185, 05/12/2012, New
Jordan 6 Retro Wheat (GS), 228, 140, 79, 131, 46, 11/24/2017, New
Jordan 10 Retro Charlotte (2016), 225, 190, 138, 290, 80, 06/18/2016, New
Jordan 9 Retro Boot Military Brown, 218, 225, 241, 370, 115, 10/13/2018, New
Jordan XXXII Chinese New Year (2018), 213, 185, 194, 320, 120, 02/09/2018, New
Jordan 5 Retro Supreme White, 215, 198, 637, 1041, 350, 10/16/2015, New
Jordan 3 Retro 5Lab3 Black, 210, 225, 167, 230, 120, 05/17/2014, New
Jordan 11 Retro Low Cleat Concord, 207, 120, 107, 224, 55, 03/16/2018, New
Jordan 1 Retro Melo PE, 208, 130, 201, 300, 75, 12/20/2014, New
Jordan Trainer ST G White Obsidian, 208, 175, 241, 385, 130, 11/02/2018, New
Jordan 3 Retro Chlorophyll (GS), 205, 140, 65, 135, 45, 11/10/2018, New
Jordan 1 Retro Low Royal (2015), 203, 130, 139, 279, 66, 10/07/2015, New
Jordan 13 Retro Low Pure Platinum (GS), 201, 120, 112, 250, 35, 05/20/2017, New
Jordan 5 Retro White Cement (GS), 196, 140, 134, 180, 66, 08/05/2017, New
Jordan 1 Retro Rare Air Max Orange, 194, 140, 166, 326, 50, 01/07/2017, New
Jordan 1 Low Sneaker Politics, 194, 100, 293, 600, 172, 05/10/2019, New
Jordan 5 Retro Laney Varsity Royal (GS), 193, 150, 115, 219, 55, 02/02/2019, New
Jordan 1 Retro Blue Suede, 192, 140, 121, 200, 63, 04/01/2017, New
Jordan 1 Retro Black Toe (2013), 189, 140, 409, 682, 240, 05/25/2013, New
Jordan 2 Retro Alternate 87, 187, 190, 119, 250, 55, 02/06/2016, New
Jordan 11 Retro Low Citrus 2015 (GS), 190, 120, 211, 429, 108, 06/20/2015, New
Jordan 11 Retro Pinnacle Grey Suede, 184, 400, 526, 1000, 387, 12/23/2016, New
Jordan 12 Retro Black Rush Pink (GS), 185, 140, 109, 185, 45, 09/08/2018, New
Jordan 9 Retro Johnny Kilroy, 183, 160, 227, 475, 120, 10/06/2012, New
Jordan 1 Retro Top 3 (GS), 176, 120, 408, 588, 232, 11/28/2016, New
Jordan 3 Retro Joker, 176, 160, 215, 380, 150, 02/16/2013, New
Jordan 5 Retro Low Fire Red, 178, 175, 168, 270, 100, 03/12/2016, New
Jordan 1 Retro High Aleali May Shadow, 175, 160, 537, 796, 371, 10/28/2017, New
Jordan 1 Retro Deep Royal, 174, 150, 94, 200, 50, 12/01/2016, New
Jordan 1 Retro All Star 2017 (GS), 173, 140, 307, 572, 133, 02/19/2017, New
Jordan 6 Retro Low Ghost Green, 173, 175, 154, 229, 80, 09/19/2015, New
Jordan Golden Moments Pack (6/7), 169, 350, 401, 572, 250, 08/18/2012, New
Jordan 7 Retro Championship Pack, 166, 250, 209, 276, 100, 06/20/2015, New
Jordan 8 Retro Aqua 2015 (GS), 170, 130, 131, 200, 65, 11/27/2015, New
Jordan 5 Retro 3Lab5, 164, 225, 185, 284, 100, 09/21/2013, New
Jordan 3 Retro Quai54 GS (2018), 164, 140, 137, 250, 70, 07/07/2018, New
Jordan 9 Retro Low Pantone, 162, 170, 122, 197, 70, 06/11/2016, New
Jordan 10 Retro Chicago Flag, 158, 190, 147, 259, 65, 05/14/2016, New
Jordan 14 Retro Wolf Grey, 160, 170, 157, 216, 86, 08/02/2014, New
Jordan 1 Retro Pinnacle White, 155, 400, 400, 700, 180, 05/27/2015, New
Jordan 1 Retro High Vintage Coral, 154, 160, 140, 255, 70, 09/01/2018, New
Jordan 5 Retro Black Metallic (2007), 152, 135, 202, 300, 100, 01/20/2007, New
Jordan 13 Retro Doernbecher, 150, 225, 299, 425, 180, 11/21/2015, New
Jordan 13 Retro He Got Game 2018 (PS), 152, 80, 89, 130, 45, 08/04/2018, New
Jordan 1 Retro Low Black Grey (2015), 149, 130, 140, 260, 60, 12/30/2015, New
Jordan 3 Retro Black Cement 2018 (TD), 150, 60, 70, 120, 40, 02/17/2018, New
Jordan 1 Retro High Hot Punch (W), 147, 145, 128, 300, 90, 01/07/2019, New
Jordan Legacy 312 Lakers (GS), 147, 110, 97, 159, 71, 11/01/2018, New
Jordan 7 Retro Tinker Alternate (GS), 148, 140, 145, 249, 100, 08/06/2016, New
Jordan 1 Retro Low OG White Vachetta, 145, 140, 101, 250, 40, 04/01/2017, New
Jordan 3 Retro Cyber Monday 2016 (GS), 146, 190, 50, 90, 26, 10/15/2016, New
Jordan 13 Retro OG Chicago 2017 (GS), 146, 140, 140, 270, 70, 02/18/2017, New
Jordan 1 Retro High Camo 3M Wolf Grey (GS), 144, 110, 95, 160, 50, 08/01/2017, New
Jordan Legacy 312 Pistons, 144, 150, 106, 185, 50, 11/01/2018, New
Jordan 1 Retro High Double Strap Olive Canvas, 141, 140, 84, 140, 55, 10/01/2018, New
Jordan 1 Retro Black Gum, 141, 140, 137, 249, 60, 12/06/2014, New
Jordan 1 OG Celtics, 141, 140, 240, 390, 95, 04/06/2013, New
Jordan 13 Retro Low Hornets, 139, 160, 168, 295, 111, 04/18/2015, New
Jordan XXX1 Royal, 139, 185, 89, 199, 50, 04/01/2017, New
Jordan 13 Retro Dark Raisin (GS), 138, 190, 91, 180, 40, 12/26/2017, New
Jordan 17 Retro Trophy Room (No Shirt), 138, 275, 233, 400, 120, 10/28/2017, New
Jordan Beginning Moments Pack 1/1, 137, 200, 402, 650, 255, 04/21/2007, New
Jordan 6 Retro Maroon 2015 (GS), 137, 160, 190, 260, 130, 12/05/2015, New
Jordan 5 Retro Red Suede (GS), 133, 190, 130, 205, 60, 07/02/2017, New
Jordan 11 Retro Low Blue Moon (GS), 133, 130, 150, 250, 85, 05/27/2017, New
Jordan 8 Retro Aqua (2007), 132, 140, 233, 339, 135, 09/22/2007, New
Jordan 7 Retro Fuchsia Glow (GS), 130, 140, 123, 202, 70, 10/17/2015, New
Jordan 13 Retro Altitude 2017 (GS), 130, 140, 80, 134, 40, 12/21/2017, New
Jordan 4 Retro Levi's Denim (Blank Tag), 132, 225, 589, 947, 465, 01/17/2018, New
Jordan 1 Mid Infrared 23 (GS), 128, 90, 83, 125, 63, 12/13/2018, New
Jordan 11 Retro Gamma Blue (GS), 127, 130, 299, 550, 175, 12/21/2013, New
Jordan 3 Retro Black Cement 2018 (PS), 127, 80, 81, 140, 45, 02/17/2018, New
Jordan XXXII Low Michigan, 126, 160, 122, 224, 70, 03/09/2018, New
Jordan Converse Pack, 125, 300, 197, 322, 140, 06/28/2017, New
Jordan 7 Retro Cardinal (2011), 126, 150, 221, 350, 137, 06/18/2011, New
Jordan 23 Black Stealth, 125, 185, 203, 310, 147, 02/23/2008, New
Jordan 3 Retro Fear Pack, 123, 175, 301, 427, 120, 08/24/2013, New
Jordan 1 Retro High Flyknit Bred (GS), 123, 140, 82, 160, 49, 09/09/2017, New
Jordan 1 Retro Rare Air Cool Grey, 121, 140, 152, 399, 70, 01/17/2017, New
Jordan 1 Retro Ultra High Bred, 121, 150, 82, 145, 40, 11/30/2016, New
Jordan 20 Retro Stealth (2015), 118, 220, 154, 230, 102, 03/14/2015, New
Jordan 1 Retro LA, 117, 160, 183, 345, 99, 11/14/2015, New
Jordan 10 Retro Paris, 116, 190, 174, 306, 100, 04/09/2016, New
Jordan 1 OG Laney, 111, 140, 232, 387, 150, 11/16/2013, New
Jordan Apex React Bio Beige, 114, 190, 131, 244, 80, 04/01/2019, New
Jordan 7 Retro N7, 112, 190, 216, 400, 120, 06/03/2015, New
Jordan 1 Retro Black Perforated, 108, 160, 103, 189, 60, 02/04/2017, New
Jordan 1 Retro High Zip Particle Beige (W), 109, 150, 71, 150, 40, 04/13/2018, New
Jordan 88 Racer SoleFly Lottery, 108, 150, 222, 500, 100, 08/25/2018, New
Jordan XXXII Low Free Throw Line, 108, 160, 132, 200, 76, 02/14/2018, New
Jordan 1 Retro Un-Supreme, 106, 140, 125, 225, 80, 01/21/2016, New
Jordan 1 Retro High Off-White White (GS), 107, 150, 1444, 2527, 987, 03/03/2018, New
Jordan 1 Retro Blake Griffin PE, 104, 130, 156, 350, 75, 12/20/2014, New
Jordan 10 Retro Rio, 102, 190, 146, 225, 100, 05/07/2016, New
Jordan Why Not Zer0.1 Triple Double King, 102, 125, 65, 110, 46, 04/09/2018, New
Jordan 1 Retro High Season of Her Barley Grape (W), 102, 160, 135, 224, 60, 01/25/2018, New
Jordan 5 Retro Paris Saint-Germain White (F&F), 101, , 1883, 3500, 475, , New
Jordan 1 Retro KO Bred (2015), 101, 140, 123, 200, 66, 12/19/2015, New
Jordan 1 Retro High Rare Air Soar, 100, 140, 171, 340, 70, 01/17/2017, New
Jordan 11 Retro Silver Anniversary (2010), 99, 150, 320, 449, 200, 05/01/2010, New
Jordan 13 Retro Cherry (2010), 98, 160, 190, 250, 105, 01/01/2010, New
Jordan 13 Retro Squadron Blue, 96, 170, 164, 250, 80, 02/09/2013, New
Jordan 2 Retro White Varsity Red (2004), 96, , 202, 325, 100, , New
Jordan 1 Retro High SoleFly Art Basel Black, 95, , 3614, 5999, 2450, 12/08/2018, New
Jordan 1 Retro AJKO Blue Quilted, 94, 140, 56, 99, 30, 08/27/2016, New
Jordan 1 Retro KO Shadow (2015), 94, 140, 100, 200, 45, 02/06/2016, New
Jordan 16 Retro Solefly Art Basel, 93, 275, 297, 425, 210, 12/03/2016, New
Jordan 1 Retro High Pure Platinum Desert Sand, 93, 145, 122, 185, 71, 04/07/2018, New
Jordan 8 Retro Playoffs (2007), 92, 150, 194, 264, 110, 12/22/2007, New
Jordan 1 Retro High Double Strap Concord, 91, 140, 101, 190, 55, 10/01/2018, New
Jordan 10 Retro Stealth (2012), 89, 160, 168, 275, 100, 03/24/2012, New
Jordan Trunner LX Black Red (2017), 88, 140, 88, 150, 50, 05/03/2017, New
Jordan 1 Crib Bootie Bred, 89, 45, 52, 82, 25, , New
Jordan 1 Retro Black Patent, 91, 150, 122, 245, 56, 12/01/2016, New
Jordan XXX Black Cat, 87, 200, 142, 245, 50, 04/16/2016, New
Jordan 4 Retro Laser (GS), 88, , 127, 200, 78, , New
Jordan Flyknit Elevation 23 Black University Red, 86, 170, 74, 130, 50, 08/01/2018, New
Jordan 5 Retro Fear Pack, 85, 160, 323, 400, 245, 08/24/2013, New
Jordan XXX1 Black Cat, 85, 185, 95, 196, 55, 03/10/2017, New
Jordan 11 Retro Low Iridescent (PS), 86, 75, 82, 159, 40, 03/31/2018, New
Jordan 1 Retro High OG Essentials Black (GS), 85, 120, 75, 145, 41, 08/02/2017, New
Jordan 10 Retro Steel (2005), 84, 125, 223, 400, 150, 05/07/2005, New
Jordan 1 Retro Gym Red, 82, 140, 354, 725, 250, 06/28/2014, New
Jordan 1 Retro Low OG Black Vachetta, 86, 140, 69, 120, 35, 04/01/2017, New
Jordan Trainer ST G White Wolf Grey, 82, 175, 271, 510, 175, 06/04/2018, New
Jordan 12 Retro Wolf Grey Vivid Pink (GS), 81, 140, 95, 239, 55, 11/19/2016, New
Jordan 9 Retro Powder, 82, 150, 246, 398, 150, 05/29/2010, New
Jordan 1 Retro Red Elephant Print, 80, 140, 101, 175, 40, 01/21/2016, New
Jordan 1 Retro Family Forever, 80, 140, 142, 250, 81, 06/14/2014, New
Jordan 1 Retro Human Highlight, 81, 140, 162, 400, 65, 09/07/2013, New
Jordan Countdown Pack 10/13, 80, 310, 348, 549, 215, 01/19/2008, New
Jordan 1 Retro 4Lab1 Glow, 80, 185, 124, 290, 50, 12/31/2014, New
Jordan XX Flyknit R&B Melo Black, 78, 225, 216, 325, 113, 09/27/2018, New
Jordan 1 Retro High Season of Her Sun Blush (W), 80, 160, 74, 190, 35, 01/25/2018, New
Jordan ADG Black Cement, 77, 135, 157, 230, 100, 04/15/2019, New
Jordan Future Boot Black, 78, 225, 88, 175, 45, 10/06/2016, New
Jordan 16 Retro CEO, 75, 250, 297, 410, 236, 10/20/2017, New
Jordan 1 Retro High Black Silt Red (W), 75, 145, 114, 200, 80, 02/23/2019, New
